word_a,word_b,count
photos,reussi,72
bref,restent,72
apres,final,72
entre,mieux,72
coup,j'espere,72
honnetement,mitige,72
attente,bref,72
corriger,moment,72
j'attends,quand,71
penible,photos,71
devient,photos,71
inadmissible,justificatifs,71
decu,trop,71
amelioration,valider,71
honnetement,pourrait,71
fin,manque,71
honnetement,restent,71
attente,honnetement,71
apres,corriger,70
alors,entre,70
inadmissible,trop,70
rond,support,70
l'etape,ras,70
bol,l'etape,70
coup,globalement,70
bref,terrible,70
bon,bref,70
depuis,mieux,70
support,tourne,70
bref,vais,70
tourne,via,69
amelioration,rond,69
franchement,mitige,69
fin,simplicite,69
bref,echoue,69
limite,quand,69
fini,meme,69
apres,vite,69
apres,quand,69
declaration,fini,69
echoue,inadmissible,69
apres,j'attends,69
moment,vite,69
amelioration,apres,69
rond,via,69
amelioration,tourne,69
manque,quand,69
mecontent,sont,69
coup,sinistre,68
depuis,passe,68
honnetement,trois,68
declaration,j'attends,68
inadmissible,n'arrive,68
amelioration,declaration,68
m'y,valider,68
honnetement,tard,68
final,tourne,68
final,rond,68
reussi,tourne,68
reussi,rond,68
reprendre,valider,68
appeler,declaration,68
coup,vite,68
alors,sinistre,68
amelioration,quand,68
decu,n'arrive,67
j'espere,rond,67
j'espere,tourne,67
depuis,honnetement,67
reussi,valider,67
final,valider,67
appeler,meme,67
apres,journee,67
bref,reessayer,67
aide,meme,67
moment,rapide,67
fin,rond,67
photos,vais,67
photos,reessayer,67
fin,tourne,67
rond,vais,67
reprendre,trop,67
tourne,vais,67
m'y,trop,67
decu,echoue,67
j'espere,quand,67
meme,n'arrive,66
declaration,support,66
limite,tourne,66
passe,rond,66
passe,tourne,66
photos,tard,66
limite,rond,66
bref,pourrait,66
declaration,via,66
l'etape,meme,66
j'espere,justificatifs,66
j'espere,l'etape,66
mitige,photos,66
apres,tard,66
sinistre,sont,66
quand,serieux,65
apres,reprendre,65
entre,j'attends,65
mecontent,n'arrive,65
j'attends,l'etape,65
fin,quand,65
alors,rapide,65
apres,j'espere,65
moment,serieux,65
devient,tourne,65
devient,rond,65
depuis,ras,65
apres,devient,65
meme,vais,65
fin,support,65
bonne,depuis,65
coup,terrible,65
bon,coup,65
bol,depuis,65
apres,m'y,65
coup,depuis,65
amelioration,entre,65
meme,reessayer,65
manque,valider,65
l'etape,limite,65
justificatifs,limite,65
justificatifs,passe,65
trop,vais,64
aide,moment,64
corriger,valider,64
moment,pourrait,64
fin,via,64
fin,m'y,64
final,trop,64
reussi,trop,64
devient,valider,64
honnetement,rapide,64
fin,reprendre,64
honnetement,n'arrive,64
alors,depuis,63
penible,valider,63
bonne,sont,63
mitige,valider,63
coup,tard,63
limite,meme,63
bref,trois,63
fini,tourne,63
apres,penible,63
justificatifs,support,63
coup,echoue,63
apres,manque,63
photos,terrible,63
reessayer,trop,63
devient,moment,63
fini,rond,63
bon,photos,63
coup,ira,63
mieux,sont,63
amelioration,l'etape,63
apres,simplicite,63
justificatifs,via,63
manque,trop,62
apres,mitige,62
depuis,simplicite,62
n'arrive,ras,62
simplicite,trop,62
bol,n'arrive,62
bref,n'arrive,62
fini,moment,62
depuis,manque,62
simplicite,valider,62
apres,ira,62
trop,valider,62
franchement,terrible,62
bon,franchement,62
entre,fini,62
coup,pourrait,62
fin,j'attends,62
bonne,trois,62
globalement,moment,62
moment,penible,62
declaration,vais,61
bref,tard,61
reessayer,tourne,61
reessayer,rond,61
bonne,justificatifs,61
limite,valider,61
fin,final,61
photos,rapide,61
declaration,journee,61
valider,vite,61
l'etape,support,61
depuis,inadmissible,61
photos,pourrait,61
fin,reussi,61
amelioration,fin,61
aide,coup,61
moment,vais,61
declaration,reessayer,61
coup,entre,60
coup,serieux,60
quand,vais,60
bref,rapide,60
alors,trois,60
declaration,manque,60
l'etape,via,60
reprendre,rond,60
quand,support,60
m'y,rond,60
journee,moment,60
honnetement,sont,60
appeler,entre,60
journee,valider,60
bloque,reprendre,60
bloque,m'y,60
m'y,tourne,60
reprendre,tourne,60
limite,trop,59
meme,tard,59
appeler,coup,59
valider,via,59
support,valider,59
moment,reessayer,59
echoue,fini,59
bref,globalement,59
attente,coup,59
coup,restent,59
quand,via,59
passe,trop,59
corriger,declaration,59
entre,limite,59
entre,passe,59
fini,sinistre,59
journee,meme,59
depuis,trop,59
apres,serieux,58
penible,tourne,58
pourrait,tourne,58
pourrait,rond,58
n'avance,passe,58
globalement,photos,58
meme,serieux,58
declaration,vite,58
echoue,support,58
declaration,m'y,58
echoue,via,58
final,meme,58
quand,simplicite,58
journee,tourne,58
declaration,reprendre,58
journee,rond,58
mitige,moment,58
meme,reussi,58
penible,rond,58
appeler,echoue,58
serieux,valider,57
fin,globalement,57
passe,sont,57
devient,l'etape,57
appeler,moment,57
mitige,trop,57
fini,quand,57
final,l'etape,56
limite,sinistre,56
j'attends,trop,56
tard,trop,56
declaration,devient,56
passe,sinistre,56
entre,journee,56
declaration,globalement,56
l'etape,reussi,56
m'y,quand,56
quand,reprendre,56
j'attends,sinistre,56
amelioration,trop,56
encore,passe,55
devient,quand,55
journee,quand,55
aide,trop,55
declaration,reussi,55
declaration,final,55
l'etape,penible,55
l'etape,m'y,55
echoue,reprendre,55
l'etape,reprendre,55
inadmissible,trois,55
amelioration,echoue,55
aide,echoue,55
fin,j'espere,55
declaration,rapide,55
echoue,j'attends,55
echoue,m'y,55
amelioration,sinistre,55
mitige,quand,55
declaration,simplicite,55
declaration,penible,54
quand,reessayer,54
aide,bloque,54
bloque,via,54
declaration,tard,54
bloque,support,54
corriger,echoue,54
apres,rapide,54
appeler,sinistre,54
depuis,fini,54
bon,fin,54
meme,penible,54
ira,justificatifs,54
aide,declaration,54
devient,meme,54
amelioration,justificatifs,54
j'attends,justificatifs,54
corriger,quand,54
fin,terrible,54
manque,sinistre,53
echoue,vite,53
ira,l'etape,53
sont,vais,53
apres,bon,53
apres,terrible,53
depuis,limite,53
decu,depuis,53
bon,moment,53
moment,terrible,53
echoue,quand,53
serieux,trop,53
m'y,sinistre,53
bon,tourne,53
depuis,reprendre,53
appeler,rond,53
coup,trois,53
appeler,depuis,53
declaration,j'espere,53
reprendre,sinistre,53
devient,entre,53
fin,journee,53
appeler,tourne,53
bon,rond,53
depuis,m'y,53
terrible,tourne,53
rond,terrible,53
fini,trois,52
declaration,n'arrive,52
entre,penible,52
attente,bol,52
attente,ras,52
declaration,sinistre,52
fin,mitige,52
journee,sinistre,52
fini,justificatifs,52
manque,rond,52
manque,tourne,52
justificatifs,vais,52
penible,quand,52
devient,fin,52
final,sinistre,52
reussi,sinistre,52
ras,restent,52
bol,restent,52
moment,tard,51
echoue,final,51
echoue,reussi,51
declaration,serieux,51
fin,serieux,51
j'espere,meme,51
devient,trop,51
depuis,reessayer,51
penible,trop,51
mecontent,trois,51
bol,trois,51
bon,declaration,51
declaration,terrible,51
depuis,vais,51
ras,trois,51
pourrait,valider,51
ira,meme,51
echoue,vais,51
quand,terrible,51
ira,quand,51
apres,pourrait,51
reessayer,sont,51
meme,terrible,51
bon,meme,51
bon,quand,51
entre,terrible,50
bon,entre,50
corriger,rond,50
echoue,reessayer,50
justificatifs,reessayer,50
amelioration,sont,50
meme,vite,50
corriger,tourne,50
aide,fin,50
j'espere,valider,50
j'attends,sont,50
l'etape,manque,50
corriger,meme,50
journee,trop,50
echoue,limite,50
final,justificatifs,50
rond,simplicite,50
echoue,passe,50
declaration,meme,50
declaration,quand,50
globalement,meme,50
justificatifs,reussi,50
simplicite,tourne,50
pourrait,quand,50
entre,final,50
entre,reussi,50
l'etape,vais,49
aide,justificatifs,49
journee,l'etape,49
sinistre,support,49
appeler,trois,49
devient,justificatifs,49
j'espere,trop,49
fini,sont,49
meme,pourrait,49
entre,m'y,49
inadmissible,sont,49
entre,j'espere,49
bonne,n'arrive,49
quand,vite,49
declaration,ira,49
attente,limite,49
passe,restent,49
limite,restent,49
attente,passe,49
corriger,sinistre,49
appeler,quand,49
justificatifs,penible,49
entre,reprendre,49
ira,valider,48
l'etape,reessayer,48
essais,limite,48
limite,trois,48
passe,trois,48
reussi,sont,48
echoue,tard,48
final,sont,48
entre,rapide,48
alors,restent,48
meme,mitige,48
alors,attente,48
n'arrive,vais,48
reprendre,sont,48
m'y,sont,48
sont,support,48
sont,via,48
rapide,tourne,48
bloque,simplicite,48
depuis,tard,48
bloque,manque,48
bloque,limite,48
corriger,justificatifs,48
rapide,rond,48
globalement,trop,48
amelioration,bloque,48
fin,penible,48
bloque,j'attends,48
attente,simplicite,47
manque,restent,47
restent,simplicite,47
vais,valider,47
entre,support,47
mieux,n'arrive,47
serieux,sinistre,47
fini,valider,47
echoue,journee,47
corriger,l'etape,47
fin,ira,47
rond,sinistre,47
sinistre,tourne,47
manque,meme,47
aide,valider,47
corriger,trop,47
rapide,valider,47
attente,manque,47
malgre,passe,47
l'etape,mitige,47
rond,vite,46
corriger,entre,46
declaration,pourrait,46
ira,rond,46
ira,tourne,46
ira,trop,46
journee,sont,46
justificatifs,serieux,46
tourne,vite,46
fini,l'etape,46
globalement,quand,46
bon,l'etape,46
fini,trop,46
appeler,justificatifs,46
l'etape,terrible,46
l'etape,pourrait,46
entre,manque,46
n'arrive,reessayer,46
attente,reprendre,45
depuis,n'arrive,45
quand,restent,45
entre,simplicite,45
limite,sont,45
justificatifs,vite,45
reessayer,valider,45
entre,via,45
attente,quand,45
fin,vais,45
bonne,restent,45
devient,echoue,45
attente,bonne,45
sinistre,via,45
amelioration,attente,45
j'espere,sinistre,45
fin,fini,45
depuis,mitige,45
attente,m'y,45
fin,rapide,45
reprendre,restent,45
j'attends,restent,45
m'y,restent,45
entre,globalement,45
amelioration,restent,45
attente,j'attends,45
appeler,restent,44
sinistre,terrible,44
fou,rien,44
rien,temps,44
fini,restent,44
attente,fini,44
meme,simplicite,44
bon,sinistre,44
l'etape,quand,44
l'etape,serieux,44
merci,passe,44
final,n'arrive,44
apres,globalement,44
trop,vite,44
appeler,attente,44
meme,rapide,44
echoue,penible,44
j'espere,trois,44
n'arrive,reussi,44
amelioration,depuis,43
l'etape,simplicite,43
justificatifs,tard,43
depuis,j'attends,43
depuis,rapide,43
reussi,trois,43
essais,reussi,43
depuis,via,43
final,trois,43
depuis,support,43
essais,final,43
justificatifs,pourrait,43
ira,trois,43
devient,sinistre,43
fin,reessayer,43
depuis,globalement,43
rond,tard,43
tard,tourne,43
echoue,simplicite,43
serieux,sont,43
declaration,sont,43
rapide,trop,43
echoue,manque,43
manque,sont,43
bon,trop,43
terrible,trop,43
appeler,fin,43
sinistre,vais,43
trois,via,42
support,trois,42
essais,via,42
essais,support,42
entre,ira,42
restent,vite,42
echoue,serieux,42
justificatifs,reprendre,42
attente,vite,42
corriger,restent,42
attente,corriger,42
restent,via,42
restent,support,42
aide,rond,42
entre,serieux,42
bloque,reussi,42
bloque,final,42
depuis,reussi,42
fini,n'arrive,42
corriger,n'arrive,42
j'espere,moment,42
pourrait,trop,42
meme,trop,42
l'etape,vite,42
depuis,final,42
depuis,journee,42
sinistre,vite,42
mitige,tourne,42
mitige,rond,42
justificatifs,m'y,42
aide,tourne,42
coup,rapide,42
attente,via,42
attente,support,42
entre,vite,42
inadmissible,restent,41
attente,inadmissible,41
attente,j'espere,41
reessayer,sinistre,41
ira,restent,41
j'espere,restent,41
aide,depuis,41
quand,tard,41
justificatifs,quand,41
declaration,mitige,41
echoue,pourrait,41
penible,sinistre,41
attente,ira,41
bloque,bon,41
bloque,terrible,41
l'etape,rapide,41
aide,trois,41
globalement,tourne,41
restent,serieux,41
globalement,rond,41
journee,justificatifs,41
justificatifs,meme,41
mitige,sont,41
attente,serieux,41
aide,attente,41
aide,restent,41
aide,essais,41
appeler,valider,41
globalement,valider,41
essais,simplicite,41
manque,trois,41
terrible,valider,41
justificatifs,mitige,41
simplicite,sont,41
fin,moment,41
bon,valider,41
coup,n'arrive,41
simplicite,trois,41
essais,manque,41
aide,l'etape,41
j'attends,n'arrive,41
restent,reussi,40
final,restent,40
passe,temps,40
appeler,trop,40
attente,final,40
corriger,sont,40
journee,trois,40
mitige,sinistre,40
appeler,l'etape,40
echoue,mitige,40
attente,reussi,40
justificatifs,manque,40
simplicite,sinistre,40
corriger,fin,40
fou,passe,40
amelioration,n'arrive,40
echoue,terrible,40
bon,echoue,40
l'etape,tard,40
bloque,mitige,40
appeler,sont,40
pourrait,sinistre,40
sont,tard,40
n'arrive,support,40
j'espere,sont,40
entre,vais,39
essais,j'attends,39
amelioration,trois,39
justificatifs,rapide,39
amelioration,essais,39
j'attends,trois,39
meme,trois,39
aide,entre,39
appeler,n'arrive,39
ira,moment,39
justificatifs,terrible,39
fin,vite,39
trois,vais,39
justificatifs,simplicite,39
sont,vite,39
quand,trois,39
corriger,depuis,39
bon,justificatifs,39
meme,sinistre,38
reessayer,trois,38
mitige,n'arrive,38
entre,meme,38
entre,quand,38
rond,serieux,38
depuis,vite,38
depuis,devient,38
depuis,penible,38
serieux,tourne,38
m'y,n'arrive,38
n'arrive,reprendre,38
n'arrive,passe,37
globalement,sinistre,37
limite,n'arrive,37
bloque,rapide,37
echoue,rapide,37
depuis,j'espere,37
tard,trois,37
inadmissible,passe,37
fin,meme,37
entre,reessayer,37
globalement,l'etape,37
bon,essais,36
ira,sinistre,36
tard,valider,36
n'arrive,via,36
essais,terrible,36
attente,penible,36
bon,trois,36
terrible,trois,36
echoue,j'espere,36
penible,restent,36
attente,devient,36
bloque,pourrait,36
mitige,restent,36
attente,mitige,36
globalement,sont,36
devient,restent,36
fin,tard,36
n'arrive,sont,35
corriger,trois,35
trois,vite,35
echoue,ira,35
fin,pourrait,35
depuis,ira,35
echoue,globalement,35
n'arrive,vite,35
globalement,restent,35
depuis,pourrait,35
attente,globalement,35
manque,n'arrive,35
quand,rapide,34
pourrait,restent,34
devient,trois,34
entre,pourrait,34
globalement,justificatifs,34
attente,pourrait,34
rapide,sont,34
rapide,sinistre,34
n'arrive,serieux,34
ira,sont,33
bloque,globalement,33
depuis,serieux,33
penible,trois,33
pourrait,sont,33
devient,sont,33
aide,sont,33
moment,trop,33
n'arrive,tard,33
alors,honnetement,33
rapide,restent,32
apres,valider,32
attente,rapide,32
rapide,trois,32
j'espere,n'arrive,32
essais,rapide,32
bonne,passe,32
mecontent,passe,32
attente,reessayer,31
attente,tard,31
attente,vais,31
essais,reprendre,31
essais,m'y,31
m'y,passe,31
aide,quand,31
journee,n'arrive,31
penible,sont,31
m'y,trois,31
reprendre,trois,31
restent,tard,31
restent,vais,31
reessayer,restent,31
decu,passe,31
pourrait,trois,31
essais,pourrait,31
bon,sont,31
passe,reprendre,31
n'arrive,rapide,31
sont,terrible,31
attente,journee,30
journee,restent,30
malgre,tout,30
aide,sinistre,29
essais,globalement,29
globalement,trois,29
alors,coup,29
encore,rien,29
depuis,quand,29
depuis,meme,29
entre,mitige,29
passe,ras,29
attente,bon,29
bon,restent,29
bol,passe,29
entre,tard,29
attente,terrible,29
restent,terrible,29
sinistre,tard,28
serieux,trois,28
globalement,n'arrive,28
plusieurs,support,27
passe,reussi,27
n'arrive,pourrait,27
j'ai,limite,27
plusieurs,via,27
final,passe,27
justificatifs,sinistre,26
essais,mitige,26
mitige,trois,26
devient,n'arrive,26
n'arrive,terrible,26
bon,n'arrive,26
j'ai,journee,25
l'etape,valider,25
bon,depuis,25
depuis,terrible,25
aide,plusieurs,25
